2017-03-10T11:57:41.573129	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T11:57:47.834660	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T11:57:47.837154	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:55:10.710557	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T12:55:16.535675	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:55:16.537476	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:56:48.790828	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:56:48.792635	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:58:12.661285	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:58:12.663733	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T13:11:14.330647	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:34.945605	MODE: Active	dir u p	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:39.887082	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:41.779274	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:11:47.498489	MODE: Active	user u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:56.851356	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:04.197284	MODE: Active	cd ..	Server msg: 550 Requested action not taken. : not accessible path ..
2017-03-10T13:12:27.880483	MODE: Active	cd test_file_source	Server msg: 250 Requested file action okay, completed.
2017-03-10T13:12:30.307806	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:33.503899	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:02.683005	User : admin	MODE: Active	mkd maria/school	Server msg: 257 Directory created.
2017-03-11T00:33:02.886279	User : admin	MODE: Active	mkd emma/school	Server msg: 257 Directory created.
2017-03-11T00:33:03.089770	User : admin	MODE: Active	mkdir ronny/docs	Server msg: 257 Directory created.
2017-03-11T00:33:03.293600	User : admin	MODE: Active	mkd ronny/photos	Server msg: 257 Directory created.
2017-03-11T00:33:03.500740	User : admin	MODE: Active	copy test_file_source/bird.jpg juan/birds/bird.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:03.706623	User : admin	MODE: Active	copy test_file_source/hoot.jpg jenny/pics/hoot.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:03.916548	User : admin	MODE: Active	copy test_file_source/putty.exe emma/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:04.121771	User : admin	MODE: Active	copy test_file_source/lorem.txt emma/school/lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:04.328516	User : admin	MODE: Active	copy test_file_source/panda.jpg luis/docs/panda.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:04.533715	User : admin	MODE: Active	copy test_file_source/landscape.jpg juan/birds/landscape.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:04.742614	User : admin	MODE: Active	copy test_file_source/putty.exe maria/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:04.947669	User : admin	MODE: Active	copy test_file_source/byebeard.jpg ronny/photos/byebeard.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:05.149681	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:05.366045	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:05.567844	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:05.769551	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:05.984253	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:06.185925	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:06.387696	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:06.600634	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:06.802227	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:07.003904	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:07.217918	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:07.420037	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:07.622162	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:07.835822	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:08.037856	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:08.239678	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:08.454187	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:08.655982	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:08.859310	User : admin	MODE: Active	move juan/birds/bird.jpg maria/pets/bird.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:09.062109	User : admin	MODE: Active	mv ronny/photos/byebeard.jpg maria/pets/byebeard.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:09.265146	User : admin	MODE: Active	move jenny/pics/hoot.jpg maria/pets/hoot.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:09.467962	User : admin	MODE: Active	move luis/docs/panda.jpg maria/pets/panda.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:09.671136	User : admin	MODE: Active	move emma/school/putty.exe maria/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:09.873992	User : admin	MODE: Active	move emma/school/lorem.txt maria/school/lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:10.077429	User : admin	MODE: Active	mv juan/birds/landscape.jpg maria/photos/landscape.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:10.279369	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:33:10.482651	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:33:10.696024	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:10.898020	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:33:11.100784	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:33:11.302295	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:33:11.505084	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-11T00:33:11.718467	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:11.921224	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:33:12.134416	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:12.337325	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:33:12.550309	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:12.753090	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:33:12.964395	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:29.550063	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:33:29.754422	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:29.959191	User : admin	MODE: Active	rmdir birds	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:30.163821	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:30.368346	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:30.570396	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:30.772635	User : admin	MODE: Active	cd luis	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:30.975871	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:31.178245	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:31.380824	User : admin	MODE: Active	cd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:31.584161	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:31.786438	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:31.989585	User : admin	MODE: Active	rmdir emma/school	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:32.192569	User : admin	MODE: Active	rmd ronny/docs	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:32.395790	User : admin	MODE: Active	rmd ronny/photos	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:32.599370	User : admin	MODE: Active	rm maria/pets/bird.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:33:32.803596	User : admin	MODE: Active	delete maria/school/putty.exe	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:33:33.008533	User : admin	MODE: Active	remove maria/school/lorem.txt	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:33:33.212945	User : admin	MODE: Active	remove maria/photos/landscape.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:33:33.417784	User : admin	MODE: Active	rm maria/pets/byebeard.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:33:33.622574	User : admin	MODE: Active	delete maria/pets/hoot.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:33:33.827408	User : admin	MODE: Active	rm maria/pets/panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:33:34.031293	User : admin	MODE: Active	cd maria	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:34.235917	User : admin	MODE: Active	rmdir pets	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:34.439924	User : admin	MODE: Active	rmdir photos	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:34.643072	User : admin	MODE: Active	rmdir school	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:34.845471	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:35.047841	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:35.259691	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:35.461944	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:35.664610	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:35.876208	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:36.079671	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:36.282711	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:36.494169	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:36.696244	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:36.899146	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:37.109974	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:37.313420	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:37.516221	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:37.728046	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:37.930826	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:38.134685	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:38.348100	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:38.551506	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:33:38.755021	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:33:38.960026	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:33:39.171176	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:39.373038	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:33:39.576510	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:33:39.778060	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:33:39.981152	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-11T00:33:40.191419	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:40.394551	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:33:40.603441	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:40.806769	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:33:41.017500	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:33:41.219673	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:33:41.433069	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T14:00:16.554927	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-11T14:00:18.986079	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T14:00:33.688451	User : u	MODE: Active	cd test_file_source	Server msg: 250 Requested file action okay, completed.
2017-03-11T14:00:38.281128	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T14:01:30.491420	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-11T14:01:43.842815	User : u	MODE: Active	!mkdir mypics	Server msg: Directory succefully created
2017-03-11T14:01:56.769037	User : u	MODE: Active	!cd mypics	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/mypics
2017-03-11T14:01:59.806830	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-11T14:02:40.910020	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T14:02:46.608977	User : u	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T14:02:49.931594	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-11T14:02:52.062109	User : u	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T14:04:37.435544	User : ANONYMOUS	MODE: Active	cd test	Server msg: 421 Service not available. User needs authentication
2017-03-11T14:04:45.771566	User : ANONYMOUS	MODE: Active	!cd mypics	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/mypics
